NUMERO_APROVACAO_CARTAO|PARCELAS_CARTAO|TICKET|DATA_VENDA|DESC_TIPO_PGTO|ADQUIRENTE|FORMA_PAGAMENTO|NOME_LOJA|FRANQUIA|PRACA|CIDADE|VALOR_BRUTO|VALOR_LIQUIDO|PORCENTAGEM
10579|6|91850|2022-04-07|Venda|CartaoMais|CREDITO|Vintage Charm|UrbanBlend|Serra Gaúcha|Fortaleza|1.793,24|1.768,35|1,39
64496|3|24842|2022-12-15|Venda|OnlinePay|DEBITO PARCELADO|Golden Harvest|InovaStore|Serra Gaúcha|Brasília|930,80|909,69|2,27
33451|10|11938|2022-06-13|Venda|PixPay|DEBITO A VISTA|Pet Paradise|PrimeZone|Interior de São Paulo|São Paulo|2.252,74|2.219,79|1,46
44022|9|71846|2023-06-19|Venda|PixPay|CREDITO|Golden Harvest|UrbanBlend|Litoral Norte|São Paulo|1.188,32|1.167,25|1,77
44285|2|81870|2023-11-17|Venda|PagTudo|PIX|Green Valley|EcoMart|Litoral Norte|Rio de Janeiro|336,23|327,57|2,58
60467|6|20606|2022-01-10|Venda|PixPay|DEBITO A VISTA|Green Valley|EcoMart|Serra Gaúcha|Campinas|2.165,58|2.110,29|2,55
93246|4|43621|2022-12-29|Venda|PixPay|PIX|Cosmo Trends|UrbanBlend|Serra Gaúcha|Campinas|879,39|855,28|2,74
48720|11|75964|2024-01-21|Venda|PixPay|CREDITO|DigiNation|InovaStore|Capital|Fortaleza|942,53|921,07|2,28
29420|11|28263|2022-11-02|Venda|SuperPay|DEBITO PARCELADO|Vintage Charm|PrimeZone|Litoral Norte|Brasília|399,69|389,53|2,54
31419|1|84050|2022-05-29|Venda|PixPay|CREDITO|Magia Fashion|PrimeZone|Interior de São Paulo|Fortaleza|489,30|480,93|1,71
11695|9|78430|2022-03-08|Venda|CartaoMais|DEBITO A VISTA|Vintage Charm|UrbanBlend|Serra Gaúcha|Salvador|894,54|884,43|1,13
56174|5|13925|2023-03-18|Venda|OnlinePay|DEBITO PARCELADO|Golden Harvest|UrbanBlend|Capital|Brasília|2.204,28|2.179,03|1,15
15672|7|64429|2023-07-05|Venda|PagTudo|DEBITO A VISTA|Vintage Charm|EcoMart|Capital|Brasília|837,04|816,28|2,48
37335|3|93003|2022-11-01|Venda|CartaoMais|CREDITO|DigiNation|UrbanBlend|Capital|Curitiba|324,10|318,68|1,67
47793|1|11789|2022-09-27|Venda|PixPay|CREDITO|Pet Paradise|EcoMart|Interior de São Paulo|Curitiba|2.257,34|2.202,67|2,42
38389|8|29787|2022-12-03|Venda|PixPay|DEBITO A VISTA|Cosmo Trends|PrimeZone|Litoral Norte|São Paulo|1.799,78|1.758,80|2,28
89966|3|11763|2023-10-15|Venda|PagTudo|DEBITO A VISTA|Sportify|UrbanBlend|Serra Gaúcha|Campinas|1.374,52|1.354,47|1,46
57641|6|49099|2023-11-18|Venda|PixPay|CREDITO|Gourmet Haven|InovaStore|Serra Gaúcha|Salvador|1.707,15|1.660,45|2,74
33912|1|73281|2023-04-10|Venda|OnlinePay|DEBITO A VISTA|Gourmet Haven|EcoMart|Interior de São Paulo|Belo Horizonte|970,67|960,02|1,10
50010|4|39637|2023-10-26|Venda|PagTudo|DEBITO A VISTA|TechHub|InovaStore|Litoral Norte|Curitiba|1.815,78|1.774,58|2,27
12220|9|57377|2023-09-08|Venda|PagTudo|CREDITO|Green Valley|InovaStore|Capital|Recife|1.317,04|1.296,64|1,55
58914|6|37166|2022-09-26|Venda|PixPay|DEBITO A VISTA|DigiNation|PrimeZone|Interior de São Paulo|Porto Alegre|1.307,47|1.285,25|1,70
37427|8|23209|2023-05-10|Venda|OnlinePay|DEBITO PARCELADO|TechHub|EcoMart|Litoral Norte|Rio de Janeiro|1.389,76|1.371,20|1,34
43471|10|20311|2023-07-02|Venda|SuperPay|PIX|Sportify|UrbanBlend|Capital|Rio de Janeiro|823,13|804,31|2,29
79875|1|14875|2023-11-11|Venda|PagTudo|DEBITO A VISTA|Green Valley|InovaStore|Litoral Norte|Campinas|645,16|635,98|1,42
79032|2|12856|2022-01-07|Venda|PixPay|DEBITO PARCELADO|Cosmo Trends|PrimeZone|Capital|Campinas|2.122,58|2.085,51|1,75
97695|1|91152|2022-06-09|Venda|PagTudo|DEBITO A VISTA|Cosmo Trends|UrbanBlend|Serra Gaúcha|Rio de Janeiro|2.265,32|2.225,44|1,76
79896|7|82016|2022-11-09|Venda|SuperPay|CREDITO|Magia Fashion|PrimeZone|Serra Gaúcha|São Paulo|1.108,55|1.094,63|1,26
25033|7|54995|2022-04-24|Venda|CartaoMais|CREDITO|Magia Fashion|EcoMart|Litoral Norte|Recife|1.936,89|1.881,72|2,85
53685|6|19260|2023-08-30|Venda|SuperPay|CREDITO|Green Valley|EcoMart|Capital|Fortaleza|859,49|841,60|2,08
49817|12|68310|2022-07-07|Venda|SuperPay|PIX|Golden Harvest|UrbanBlend|Interior de São Paulo|Salvador|996,63|986,25|1,04
81095|5|24317|2022-01-27|Venda|PixPay|CREDITO|Sportify|EcoMart|Litoral Norte|Curitiba|1.142,36|1.126,31|1,41
88853|9|62558|2022-07-24|Venda|PagTudo|PIX|Gourmet Haven|EcoMart|Capital|Brasília|823,21|802,70|2,49
51038|12|17121|2022-09-10|Venda|PagTudo|DEBITO A VISTA|Cosmo Trends|UrbanBlend|Litoral Norte|São Paulo|1.519,12|1.487,40|2,09
96745|10|70100|2022-06-06|Venda|SuperPay|CREDITO|Green Valley|InovaStore|Litoral Norte|São Paulo|1.999,41|1.946,98|2,62
34493|7|82187|2023-07-22|Venda|PixPay|PIX|Sportify|InovaStore|Litoral Norte|Recife|950,09|932,93|1,81
37926|2|75343|2023-12-03|Venda|CartaoMais|PIX|TechHub|EcoMart|Capital|Fortaleza|351,93|343,36|2,43
72138|9|65201|2023-06-09|Venda|PixPay|PIX|Cosmo Trends|UrbanBlend|Interior de São Paulo|Curitiba|1.240,33|1.226,06|1,15
21557|5|49180|2022-08-06|Venda|CartaoMais|CREDITO|Green Valley|EcoMart|Interior de São Paulo|São Paulo|1.860,13|1.810,04|2,69
39977|8|37396|2023-07-21|Venda|PagTudo|DEBITO PARCELADO|Vintage Charm|UrbanBlend|Serra Gaúcha|São Paulo|1.079,06|1.065,14|1,29
91695|2|72736|2022-06-14|Venda|PixPay|DEBITO PARCELADO|TechHub|InovaStore|Interior de São Paulo|Porto Alegre|861,50|848,05|1,56
31848|12|82857|2022-02-09|Venda|SuperPay|PIX|Gourmet Haven|InovaStore|Interior de São Paulo|Porto Alegre|1.513,92|1.493,09|1,38
40166|3|94103|2023-08-06|Venda|PixPay|DEBITO PARCELADO|Cosmo Trends|UrbanBlend|Litoral Norte|São Paulo|976,56|949,81|2,74
60426|7|11940|2023-02-08|Venda|CartaoMais|DEBITO A VISTA|Gourmet Haven|InovaStore|Serra Gaúcha|Porto Alegre|1.497,68|1.453,87|2,92
83274|11|50805|2022-10-18|Venda|PixPay|PIX|Gourmet Haven|InovaStore|Litoral Norte|São Paulo|1.126,23|1.113,30|1,15
48166|8|21561|2023-03-11|Venda|SuperPay|DEBITO A VISTA|Gourmet Haven|PrimeZone|Capital|Salvador|308,36|303,47|1,59
52976|6|77364|2023-07-03|Venda|OnlinePay|DEBITO A VISTA|Pet Paradise|EcoMart|Capital|Belo Horizonte|834,95|825,86|1,09
22951|8|16010|2022-04-03|Venda|SuperPay|PIX|Vintage Charm|UrbanBlend|Capital|Recife|1.372,23|1.340,55|2,31
55286|5|54473|2022-09-26|Venda|PagTudo|DEBITO PARCELADO|TechHub|UrbanBlend|Serra Gaúcha|Belo Horizonte|881,42|866,21|1,73
92870|3|66286|2022-09-19|Venda|CartaoMais|DEBITO PARCELADO|Pet Paradise|PrimeZone|Interior de São Paulo|São Paulo|1.679,20|1.660,00|1,14
23790|4|23457|2023-03-11|Venda|SuperPay|PIX|Magia Fashion|PrimeZone|Capital|Campinas|301,84|297,86|1,32
57017|11|18680|2023-11-18|Venda|CartaoMais|DEBITO PARCELADO|Gourmet Haven|UrbanBlend|Litoral Norte|Salvador|432,32|427,26|1,17
44334|9|70141|2023-03-28|Venda|CartaoMais|CREDITO|DigiNation|PrimeZone|Capital|Porto Alegre|1.776,91|1.750,70|1,47
86770|11|18809|2022-01-31|Venda|PagTudo|PIX|DigiNation|InovaStore|Serra Gaúcha|Fortaleza|1.113,22|1.081,04|2,89
34962|4|62715|2023-10-08|Venda|PagTudo|CREDITO|Sportify|InovaStore|Litoral Norte|Porto Alegre|1.213,89|1.189,91|1,98
77012|5|37335|2022-02-09|Venda|PixPay|DEBITO PARCELADO|Cosmo Trends|EcoMart|Serra Gaúcha|Rio de Janeiro|1.366,17|1.335,39|2,25
94493|3|23566|2023-12-15|Venda|PixPay|DEBITO A VISTA|Golden Harvest|UrbanBlend|Interior de São Paulo|Belo Horizonte|289,27|280,75|2,95
11695|9|30882|2023-11-25|Venda|CartaoMais|PIX|Magia Fashion|UrbanBlend|Capital|Porto Alegre|1.034,84|1.008,08|2,59
14318|2|24413|2022-05-20|Venda|CartaoMais|CREDITO|Magia Fashion|PrimeZone|Interior de São Paulo|São Paulo|1.829,55|1.796,53|1,80
18093|8|17738|2023-07-25|Venda|OnlinePay|CREDITO|Golden Harvest|EcoMart|Serra Gaúcha|Brasília|283,76|277,29|2,28
25212|9|57811|2023-11-03|Venda|OnlinePay|DEBITO PARCELADO|Magia Fashion|InovaStore|Interior de São Paulo|Porto Alegre|1.476,80|1.453,12|1,60
81802|5|50260|2023-08-31|Venda|CartaoMais|PIX|Sportify|UrbanBlend|Serra Gaúcha|Belo Horizonte|779,73|771,28|1,08
10532|8|98708|2022-04-18|Venda|CartaoMais|DEBITO A VISTA|Pet Paradise|EcoMart|Litoral Norte|Recife|1.686,37|1.649,75|2,17
54568|4|73115|2022-05-19|Venda|OnlinePay|PIX|Vintage Charm|EcoMart|Litoral Norte|Brasília|1.041,63|1.022,69|1,82
10253|1|90839|2022-02-15|Venda|OnlinePay|DEBITO PARCELADO|Cosmo Trends|PrimeZone|Serra Gaúcha|São Paulo|352,35|348,34|1,14
31687|4|79725|2022-12-12|Venda|PixPay|CREDITO|TechHub|InovaStore|Capital|Fortaleza|1.842,99|1.790,43|2,85
99791|8|61335|2023-03-02|Venda|OnlinePay|PIX|Gourmet Haven|EcoMart|Serra Gaúcha|Brasília|391,63|386,17|1,39
24278|10|79677|2023-12-31|Venda|SuperPay|DEBITO A VISTA|Gourmet Haven|PrimeZone|Interior de São Paulo|Curitiba|2.054,03|2.032,24|1,06
16858|4|28069|2022-09-27|Venda|SuperPay|CREDITO|Magia Fashion|EcoMart|Serra Gaúcha|Campinas|1.957,49|1.928,00|1,51
56493|10|76347|2023-04-10|Venda|CartaoMais|CREDITO|Pet Paradise|UrbanBlend|Litoral Norte|Curitiba|1.519,58|1.497,13|1,48
58647|3|79150|2024-01-25|Venda|OnlinePay|CREDITO|TechHub|PrimeZone|Capital|Belo Horizonte|998,35|972,26|2,61
17964|10|42144|2024-01-21|Venda|PixPay|DEBITO A VISTA|Vintage Charm|PrimeZone|Litoral Norte|Fortaleza|1.851,70|1.821,69|1,62
96189|6|41244|2022-05-14|Venda|PixPay|CREDITO|Green Valley|PrimeZone|Litoral Norte|Brasília|2.030,09|2.000,16|1,47
52213|11|92629|2023-11-23|Venda|PagTudo|DEBITO A VISTA|Cosmo Trends|PrimeZone|Serra Gaúcha|Porto Alegre|653,12|633,55|3,00
36746|3|10955|2023-02-03|Venda|CartaoMais|DEBITO PARCELADO|Gourmet Haven|PrimeZone|Serra Gaúcha|Curitiba|1.197,75|1.163,47|2,86
16941|7|18307|2022-04-14|Venda|OnlinePay|DEBITO A VISTA|Golden Harvest|EcoMart|Litoral Norte|Campinas|1.170,04|1.141,11|2,47
58347|9|45253|2024-01-23|Venda|PixPay|DEBITO PARCELADO|Golden Harvest|UrbanBlend|Litoral Norte|Campinas|584,46|573,45|1,88
29277|4|72652|2023-12-17|Venda|CartaoMais|DEBITO PARCELADO|Magia Fashion|InovaStore|Capital|São Paulo|298,93|295,64|1,10
38208|1|75735|2023-10-20|Venda|PixPay|CREDITO|TechHub|PrimeZone|Litoral Norte|Rio de Janeiro|952,92|934,68|1,91
28499|8|66445|2023-12-24|Venda|PixPay|CREDITO|Sportify|PrimeZone|Capital|São Paulo|782,14|768,12|1,79
77652|11|89101|2023-12-16|Venda|OnlinePay|DEBITO A VISTA|Vintage Charm|EcoMart|Serra Gaúcha|Recife|783,62|765,58|2,30
51162|12|33388|2022-04-01|Venda|PagTudo|PIX|Cosmo Trends|InovaStore|Serra Gaúcha|São Paulo|1.294,66|1.268,25|2,04
39514|10|49785|2023-02-04|Venda|PagTudo|DEBITO PARCELADO|Sportify|PrimeZone|Capital|Belo Horizonte|1.084,78|1.061,84|2,11
15574|1|62368|2023-05-16|Venda|OnlinePay|DEBITO A VISTA|Sportify|InovaStore|Serra Gaúcha|Brasília|1.830,56|1.808,28|1,22
33484|12|47092|2024-01-30|Venda|SuperPay|DEBITO PARCELADO|Vintage Charm|PrimeZone|Interior de São Paulo|Rio de Janeiro|1.582,56|1.550,71|2,01
18246|4|79283|2022-11-20|Venda|SuperPay|PIX|Pet Paradise|PrimeZone|Litoral Norte|Rio de Janeiro|1.265,45|1.229,85|2,81
36330|1|29106|2022-08-24|Venda|PixPay|DEBITO A VISTA|Pet Paradise|EcoMart|Serra Gaúcha|Fortaleza|464,17|452,50|2,51
54504|1|77568|2023-07-21|Venda|SuperPay|CREDITO|Cosmo Trends|EcoMart|Serra Gaúcha|Porto Alegre|2.092,63|2.048,01|2,13
60490|10|70970|2023-08-08|Venda|PixPay|CREDITO|Vintage Charm|EcoMart|Litoral Norte|Brasília|1.515,89|1.472,21|2,88
21347|10|87527|2022-02-28|Venda|PixPay|DEBITO A VISTA|DigiNation|InovaStore|Interior de São Paulo|Fortaleza|684,04|670,69|1,95
95787|7|45837|2023-09-01|Venda|PagTudo|DEBITO PARCELADO|Gourmet Haven|UrbanBlend|Serra Gaúcha|Brasília|687,24|670,46|2,44
19804|6|96005|2022-01-06|Venda|OnlinePay|DEBITO A VISTA|Cosmo Trends|PrimeZone|Interior de São Paulo|Campinas|609,96|598,17|1,93
32572|7|80692|2022-03-15|Venda|SuperPay|PIX|Golden Harvest|InovaStore|Interior de São Paulo|Recife|929,70|915,78|1,50
93757|7|92789|2023-05-13|Venda|OnlinePay|PIX|Sportify|EcoMart|Interior de São Paulo|Salvador|635,73|618,24|2,75
37830|4|41508|2022-10-02|Venda|PixPay|PIX|Gourmet Haven|UrbanBlend|Litoral Norte|Fortaleza|1.744,40|1.709,51|2,00
70789|7|71810|2022-04-25|Venda|PixPay|CREDITO|Cosmo Trends|PrimeZone|Litoral Norte|São Paulo|1.328,59|1.306,10|1,69
85613|11|50539|2022-01-10|Venda|CartaoMais|DEBITO PARCELADO|DigiNation|EcoMart|Serra Gaúcha|Porto Alegre|706,93|691,91|2,12
90139|11|65645|2022-03-30|Venda|SuperPay|DEBITO PARCELADO|Vintage Charm|PrimeZone|Capital|Brasília|1.431,58|1.404,04|1,92
86057|3|35193|2023-04-25|Venda|OnlinePay|DEBITO PARCELADO|Gourmet Haven|EcoMart|Interior de São Paulo|São Paulo|651,50|641,29|1,57
90278|3|46463|2023-05-03|Venda|SuperPay|CREDITO|Pet Paradise|EcoMart|Interior de São Paulo|Curitiba|1.276,31|1.247,81|2,23
17992|3|79621|2023-01-12|Venda|PixPay|DEBITO A VISTA|Gourmet Haven|PrimeZone|Interior de São Paulo|Recife|751,54|738,16|1,78
71630|11|95962|2024-01-25|Venda|OnlinePay|DEBITO A VISTA|Gourmet Haven|UrbanBlend|Litoral Norte|Porto Alegre|523,64|508,22|2,95
20793|9|33564|2023-05-04|Venda|CartaoMais|PIX|Green Valley|InovaStore|Interior de São Paulo|Fortaleza|1.510,80|1.495,33|1,02
95105|4|31371|2023-05-18|Venda|SuperPay|DEBITO A VISTA|Gourmet Haven|EcoMart|Interior de São Paulo|Belo Horizonte|2.127,02|2.076,75|2,36
28123|2|21905|2023-03-19|Venda|SuperPay|DEBITO A VISTA|Gourmet Haven|PrimeZone|Capital|Campinas|1.783,79|1.738,95|2,51
49705|7|93991|2023-07-24|Venda|PixPay|CREDITO|Golden Harvest|UrbanBlend|Litoral Norte|Brasília|639,81|632,28|1,18
49148|4|49102|2022-08-08|Venda|PixPay|DEBITO PARCELADO|Green Valley|UrbanBlend|Interior de São Paulo|São Paulo|1.908,19|1.859,78|2,54
13189|7|26988|2023-11-29|Venda|PixPay|CREDITO|Cosmo Trends|EcoMart|Interior de São Paulo|Porto Alegre|1.597,13|1.578,06|1,19
19694|8|29630|2022-11-24|Venda|PagTudo|PIX|TechHub|InovaStore|Serra Gaúcha|Salvador|344,21|336,31|2,29
47028|12|26824|2022-11-16|Venda|OnlinePay|DEBITO PARCELADO|Cosmo Trends|PrimeZone|Serra Gaúcha|Salvador|748,91|741,14|1,04
80534|5|60902|2023-04-08|Venda|SuperPay|PIX|Green Valley|PrimeZone|Capital|Salvador|888,30|870,31|2,02
94412|6|81417|2023-11-13|Venda|PixPay|CREDITO|DigiNation|PrimeZone|Capital|Recife|875,32|861,07|1,63
70717|9|49681|2022-09-02|Venda|OnlinePay|DEBITO PARCELADO|Cosmo Trends|UrbanBlend|Serra Gaúcha|São Paulo|1.115,30|1.090,48|2,23
20206|9|57690|2024-01-26|Venda|PixPay|DEBITO PARCELADO|DigiNation|PrimeZone|Serra Gaúcha|Porto Alegre|654,69|643,75|1,67
63157|12|61960|2022-12-30|Venda|CartaoMais|DEBITO PARCELADO|TechHub|InovaStore|Interior de São Paulo|Brasília|1.146,17|1.118,89|2,38
25595|5|64068|2022-04-23|Venda|PixPay|DEBITO PARCELADO|DigiNation|UrbanBlend|Serra Gaúcha|São Paulo|2.126,13|2.070,60|2,61
33295|2|14667|2023-07-04|Venda|CartaoMais|CREDITO|Magia Fashion|InovaStore|Interior de São Paulo|Porto Alegre|1.476,81|1.447,06|2,01
31052|8|39938|2023-03-09|Venda|PagTudo|DEBITO A VISTA|Golden Harvest|EcoMart|Interior de São Paulo|Rio de Janeiro|1.565,40|1.545,27|1,29
28307|7|92162|2022-07-09|Venda|PixPay|CREDITO|Pet Paradise|EcoMart|Litoral Norte|Porto Alegre|957,69|944,29|1,40
22019|4|43196|2023-04-23|Venda|PixPay|PIX|Vintage Charm|UrbanBlend|Litoral Norte|Curitiba|383,08|378,05|1,31
50119|9|30602|2022-03-21|Venda|OnlinePay|DEBITO A VISTA|Sportify|EcoMart|Capital|Brasília|889,96|866,14|2,68
96149|12|30792|2023-09-14|Venda|PixPay|CREDITO|Magia Fashion|EcoMart|Serra Gaúcha|Brasília|1.989,64|1.964,65|1,26
50909|3|77156|2022-11-29|Venda|OnlinePay|CREDITO|Golden Harvest|PrimeZone|Interior de São Paulo|Salvador|835,46|812,33|2,77
38878|3|27144|2022-03-02|Venda|PagTudo|CREDITO|Magia Fashion|EcoMart|Capital|São Paulo|1.482,40|1.455,22|1,83
42918|7|36272|2023-05-02|Venda|PixPay|DEBITO A VISTA|Golden Harvest|EcoMart|Serra Gaúcha|Belo Horizonte|1.110,55|1.087,60|2,07
26965|3|83571|2024-01-18|Venda|SuperPay|DEBITO PARCELADO|Sportify|InovaStore|Litoral Norte|São Paulo|296,68|289,51|2,42
59749|10|51521|2022-07-23|Venda|SuperPay|PIX|Cosmo Trends|UrbanBlend|Serra Gaúcha|Brasília|1.479,63|1.451,89|1,87
45232|3|49283|2022-05-17|Venda|PagTudo|PIX|Gourmet Haven|UrbanBlend|Capital|Curitiba|366,49|357,50|2,45
61237|3|73358|2022-12-06|Venda|CartaoMais|CREDITO|Gourmet Haven|EcoMart|Litoral Norte|Rio de Janeiro|332,52|326,94|1,68
75193|11|57404|2022-04-08|Venda|SuperPay|PIX|Green Valley|EcoMart|Serra Gaúcha|Recife|1.263,21|1.233,24|2,37
58925|11|52410|2022-10-20|Venda|CartaoMais|CREDITO|Gourmet Haven|InovaStore|Serra Gaúcha|Curitiba|1.286,11|1.265,43|1,61
31752|11|13589|2022-04-12|Venda|PixPay|CREDITO|Magia Fashion|InovaStore|Serra Gaúcha|Recife|1.169,60|1.140,87|2,46
14116|4|74143|2023-12-13|Venda|OnlinePay|PIX|Green Valley|PrimeZone|Litoral Norte|São Paulo|1.415,53|1.384,62|2,18
16532|9|97487|2022-10-20|Venda|OnlinePay|DEBITO PARCELADO|Golden Harvest|InovaStore|Litoral Norte|Rio de Janeiro|377,00|368,34|2,30
91773|9|33127|2022-05-12|Venda|CartaoMais|DEBITO A VISTA|DigiNation|EcoMart|Capital|Campinas|1.927,21|1.879,73|2,46
72982|11|17107|2022-12-24|Venda|PagTudo|CREDITO|Golden Harvest|InovaStore|Litoral Norte|Brasília|1.438,72|1.420,75|1,25
20788|7|28841|2022-02-09|Venda|PagTudo|DEBITO A VISTA|Vintage Charm|UrbanBlend|Litoral Norte|Porto Alegre|868,18|855,19|1,50
28809|5|61541|2022-10-06|Venda|PagTudo|DEBITO A VISTA|DigiNation|EcoMart|Capital|Brasília|740,08|726,74|1,80
26338|9|40249|2023-12-31|Venda|CartaoMais|CREDITO|Magia Fashion|EcoMart|Interior de São Paulo|São Paulo|1.266,57|1.240,62|2,05
76994|6|32385|2023-01-04|Venda|PixPay|CREDITO|Vintage Charm|InovaStore|Litoral Norte|Porto Alegre|1.423,43|1.405,57|1,25
84686|2|24975|2023-11-25|Venda|OnlinePay|CREDITO|Golden Harvest|PrimeZone|Interior de São Paulo|Campinas|625,53|611,78|2,20
28586|2|28773|2023-10-10|Venda|CartaoMais|PIX|Sportify|EcoMart|Litoral Norte|Fortaleza|1.312,36|1.291,99|1,55
50935|11|62647|2022-05-12|Venda|PagTudo|DEBITO A VISTA|Gourmet Haven|PrimeZone|Serra Gaúcha|Campinas|1.577,83|1.539,02|2,46
92431|6|62877|2023-01-30|Venda|OnlinePay|CREDITO|TechHub|PrimeZone|Litoral Norte|Belo Horizonte|1.767,30|1.726,66|2,30
13695|3|28805|2022-12-20|Venda|CartaoMais|DEBITO A VISTA|Golden Harvest|UrbanBlend|Capital|Salvador|2.171,04|2.147,64|1,08
38215|5|62709|2023-01-03|Venda|PagTudo|CREDITO|Gourmet Haven|PrimeZone|Interior de São Paulo|Salvador|620,55|611,07|1,53
94865|3|74544|2022-05-22|Venda|PixPay|CREDITO|Pet Paradise|InovaStore|Capital|Fortaleza|565,49|549,39|2,85
60068|2|99600|2022-07-09|Venda|PixPay|DEBITO PARCELADO|Pet Paradise|InovaStore|Serra Gaúcha|Curitiba|1.028,37|1.003,60|2,41
56068|5|86846|2023-01-17|Venda|OnlinePay|PIX|Gourmet Haven|PrimeZone|Capital|Fortaleza|1.431,73|1.406,00|1,80
55941|7|16267|2022-12-24|Venda|OnlinePay|PIX|DigiNation|UrbanBlend|Serra Gaúcha|Brasília|729,55|721,20|1,15
37308|5|52970|2022-10-21|Venda|PixPay|CREDITO|Gourmet Haven|UrbanBlend|Serra Gaúcha|Curitiba|796,05|783,95|1,52
36371|7|77871|2022-01-24|Venda|OnlinePay|DEBITO A VISTA|Cosmo Trends|PrimeZone|Capital|Salvador|2.121,04|2.080,12|1,93
57541|8|60298|2023-01-18|Venda|SuperPay|DEBITO PARCELADO|DigiNation|InovaStore|Capital|Belo Horizonte|1.884,30|1.860,60|1,26
36032|1|87442|2022-12-17|Venda|OnlinePay|DEBITO PARCELADO|Green Valley|PrimeZone|Litoral Norte|São Paulo|1.573,82|1.529,28|2,83
49033|11|93158|2022-06-12|Venda|PagTudo|DEBITO PARCELADO|Magia Fashion|UrbanBlend|Capital|Fortaleza|1.236,53|1.209,18|2,21
54080|3|78007|2023-07-28|Venda|OnlinePay|DEBITO A VISTA|Pet Paradise|UrbanBlend|Serra Gaúcha|Fortaleza|257,12|252,59|1,76
54921|3|65248|2023-02-03|Venda|PixPay|PIX|Vintage Charm|InovaStore|Serra Gaúcha|Belo Horizonte|752,39|735,95|2,19
31073|5|51671|2022-01-16|Venda|OnlinePay|PIX|Vintage Charm|UrbanBlend|Litoral Norte|Belo Horizonte|428,16|419,75|1,96
80922|2|10178|2023-12-08|Venda|PagTudo|DEBITO PARCELADO|Golden Harvest|InovaStore|Litoral Norte|Curitiba|313,34|303,99|2,98
85262|10|18609|2022-02-28|Venda|SuperPay|PIX|DigiNation|PrimeZone|Litoral Norte|Brasília|1.933,10|1.895,46|1,95
73825|2|24875|2023-02-19|Venda|SuperPay|CREDITO|Pet Paradise|EcoMart|Interior de São Paulo|Belo Horizonte|775,51|765,32|1,31
91536|11|60214|2022-12-17|Venda|PixPay|PIX|Green Valley|EcoMart|Serra Gaúcha|Porto Alegre|880,07|853,82|2,98
72701|4|23159|2022-11-10|Venda|SuperPay|DEBITO A VISTA|Gourmet Haven|PrimeZone|Litoral Norte|Campinas|1.916,99|1.877,29|2,07
63866|1|63980|2023-06-06|Venda|OnlinePay|PIX|Magia Fashion|InovaStore|Interior de São Paulo|Porto Alegre|913,72|888,21|2,79
54108|4|61403|2023-08-23|Venda|PagTudo|CREDITO|TechHub|PrimeZone|Litoral Norte|Salvador|1.503,72|1.470,19|2,23
50354|1|49752|2023-02-17|Venda|SuperPay|DEBITO PARCELADO|Vintage Charm|UrbanBlend|Litoral Norte|Brasília|562,00|548,05|2,48
68725|1|84075|2023-04-05|Venda|SuperPay|PIX|Magia Fashion|UrbanBlend|Serra Gaúcha|Salvador|1.274,22|1.250,25|1,88
20640|9|35844|2022-10-16|Venda|PagTudo|PIX|Magia Fashion|PrimeZone|Capital|Belo Horizonte|2.083,51|2.032,87|2,43
42623|5|24626|2023-10-21|Venda|PagTudo|DEBITO A VISTA|Golden Harvest|UrbanBlend|Interior de São Paulo|Curitiba|1.209,94|1.197,16|1,06
68002|6|38850|2022-02-23|Venda|CartaoMais|PIX|TechHub|EcoMart|Capital|Brasília|2.254,39|2.204,89|2,20
25290|12|61060|2023-12-15|Venda|CartaoMais|DEBITO PARCELADO|Golden Harvest|InovaStore|Serra Gaúcha|Recife|1.015,66|995,26|2,01
69255|6|28041|2024-01-01|Venda|PagTudo|PIX|Pet Paradise|UrbanBlend|Interior de São Paulo|Rio de Janeiro|1.433,84|1.415,04|1,31
94125|11|27745|2023-10-22|Venda|CartaoMais|PIX|Green Valley|EcoMart|Serra Gaúcha|São Paulo|490,86|478,13|2,59
26756|3|72243|2023-01-27|Venda|OnlinePay|PIX|Cosmo Trends|EcoMart|Serra Gaúcha|Brasília|1.446,72|1.419,94|1,85
44356|4|42841|2023-05-30|Venda|CartaoMais|DEBITO A VISTA|Golden Harvest|UrbanBlend|Interior de São Paulo|Recife|1.396,85|1.376,38|1,47
88730|8|87353|2023-11-15|Venda|SuperPay|PIX|DigiNation|InovaStore|Interior de São Paulo|Curitiba|942,02|928,34|1,45
37149|11|84902|2022-09-20|Venda|SuperPay|DEBITO A VISTA|Green Valley|UrbanBlend|Interior de São Paulo|Porto Alegre|1.424,46|1.390,58|2,38
58681|3|51507|2022-10-24|Venda|SuperPay|DEBITO PARCELADO|Vintage Charm|PrimeZone|Serra Gaúcha|Fortaleza|1.153,84|1.127,93|2,25
68481|3|41686|2022-05-01|Venda|OnlinePay|CREDITO|DigiNation|PrimeZone|Serra Gaúcha|Salvador|1.350,29|1.311,34|2,88
48810|7|81277|2022-07-20|Venda|SuperPay|DEBITO PARCELADO|Green Valley|EcoMart|Capital|Rio de Janeiro|370,03|365,50|1,22
24611|2|13844|2023-07-24|Venda|PagTudo|DEBITO PARCELADO|Magia Fashion|PrimeZone|Interior de São Paulo|Fortaleza|915,15|900,96|1,55
